ID	Quelle	Titel	Autor_normalisiert	GND	Jahr	Geschlecht	Gattung	Gattung1	Gattung1 (Allgemeinwissenschaft)	Gattung2	Erzähltes Medium	Erzählerposition	Happyend	Epoche (nach Jahr)	Epoche (nach Fachwissenschaft)	Strömung	Ort	Verlag	Originalsprache	URI
k00100000424	Kernkorpus/TextGrid	Fragment eines Romans	Weerth, Georg	117208612	1846	m	Roman	Arbeiterroman::Gesellschaftsroman		Zeit und Gesellschaft		heterodiegetisch	unbestimmbar	Realismus	Realismus-Vormärz (1)				de	textgrid:x3xk.0
k00100000425	Kernkorpus/TextGrid	Schnapphahnski	Weerth, Georg	117208612	1848	m	Roman	Satirischer Roman::Feuilletonroman::Abenteuerroman::Schelmenroman	Satirischer Roman	Populäre Unterhaltung		gemischt	unbestimmbar	Realismus	Realismus-Junges Deutschland (2)	Junges Deutschland			de	textgrid:x3n1.0
k00100000426	Kernkorpus/TextGrid	Die drei ärgsten Erznarren	Weise, Christian	118630369	1672	m	Roman	Satirischer Roman::Schelmenroman::Narrensatire::Politischer Roman	Satirischer Roman	Zeit und Gesellschaft/Ideen und Religion		heterodiegetisch	Happyend	Frühe Neuzeit	Barock (1) | Frühe Neuzeit (1) | Barock&Aufklärung (1)	Barock::beginnende Aufklärung			de	textgrid:x48h.0
k00100000427	Kernkorpus/TextGrid	Der politische Näscher	Weise, Christian	118630369	1678	m	Roman	Pikaroroman::Politischer Roman::Moralsatire				homodiegetisch		Frühe Neuzeit	Frühe Neuzeit (1) | Barock&Frühaufklärung (1)				de	textgrid:x479.0
k00100000428	Kernkorpus/TextGrid	Belphegor	Wezel, Johann Karl	118632108	1776	m	Roman	Satirischer Roman::Philosophischer Thesenroman	Satirischer Roman			heterodiegetisch	kein Happyend	Aufklärung	Aufklärung (2)	Spätaufklärung			de	textgrid:x83k.0
k00100000429	Kernkorpus/TextGrid	Hermann und Ulrike	Wezel, Johann Karl	118632108	1780	m	Roman	Humoristischer Roman::Entwicklungsroman::Liebesroman::Gesellschaftsroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (3)	Spätaufklärung			de	textgrid:x837.0
k00100000430	Kernkorpus/TextGrid	Kakerlak oder die Geschichte eines Rosenkreuzers	Wezel, Johann Karl	118632108	1784	m	Roman	-				heterodiegetisch		Aufklärung		Spätaufklärung			de	textgrid:x83j.0
k00100000431	Kernkorpus/TextGrid	Gabriotto und Reinhart	Wickram, Georg	118632272	1551	m	Roman	Bürgerlicher Roman::Hellenistischer Roman::Ritterroman::Abenteuerroman		Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Frühe Neuzeit	Renaissance (2)	Renaissance			de	textgrid:x8bz.0
k00100000432	Kernkorpus/TextGrid	Der jungen Knaben Spiegel	Wickram, Georg	118632272	1554	m	Roman	Erziehungsroman::Erziehungsratgeberroman::Bildungsroman::Pädagogischer Exempelroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	Happyend	Frühe Neuzeit	Renaissance (2)	Renaissance			de	textgrid:x8b7.0
k00100000433	Kernkorpus/TextGrid	Von guten und bösen Nachbarn	Wickram, Georg	118632272	1556	m	Roman	Bürgerlicher Roman::Familienroman::Gegenwartsroman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Frühe Neuzeit	Renaissance (2)	Renaissance			de	textgrid:x8bc.0
k00100000434	Kernkorpus/TextGrid	Der Goldtfaden	Wickram, Georg	118632272	1557	m	Roman	Bürgerlicher Roman::Höfisch-ritterlicher Roman::Liebesroman::Exempelroman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Frühe Neuzeit	Renaissance (2)	Renaissance			de	textgrid:x8bg.0
k00100000435	Kernkorpus/TextGrid	Die Abenteuer des Don Sylvio von Rosalva	Wieland, Christoph Martin	118632477	1764	m	Roman	Humoristischer Roman::Satirischer Roman::Abenteuerroman::Philosophischer Roman				heterodiegetisch	Happyend	Aufklärung	Aufklärung (4)				de	textgrid:x8kx.0
k00100000436	Kernkorpus/TextGrid	Geschichte des Agathon	Wieland, Christoph Martin	118632477	1766	m	Roman	Bildungsroman::Entwicklungsroman::Psychologischer Roman::Anthropologischer Roman	Bildungsroman::Erziehungsroman::Psychologischer Roman	Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (4)	Klassizismus::Vorstufe der Klassik::Anakreontik			de	textgrid:x8h0.0
k00100000437	Kernkorpus/TextGrid	Der goldene Spiegel	Wieland, Christoph Martin	118632477	1772	m	Roman	Staatsroman::philosophisch-didaktischer Staatsroman::politischer Roman::pädagogischer Geschichtsroman::utopischer Roman	Staatsroman	Ideen und Religion		heterodiegetisch	kein Happyend	Aufklärung	Aufklärung (3)	Klassizismus			de	textgrid:x8g9.0
k00100000438	Kernkorpus/TextGrid	Geschichte der Abderiten	Wieland, Christoph Martin	118632477	1774	m	Roman	Humoristischer Roman::Satirischer Roman::Schlüsselroman::gesellschaftskritischer Roman::Narrenroman	Satirischer Roman			heterodiegetisch		Aufklärung	Aufklärung (3) | Aufklärung-Weimarer Frühklassik (1)	Klassizismus			de	textgrid:x8j9.0
k00100000439	Kernkorpus/TextGrid	Peregrinus Proteus	Wieland, Christoph Martin	118632477	1788	m	Roman	Satirischer Roman				homodiegetisch	kein Happyend	Aufklärung	Aufklärung (1)	Klassizismus			de	textgrid:x8m2.0
k00100000440	Kernkorpus/TextGrid	Aristipp und einige seiner Zeitgenossen	Wieland, Christoph Martin	118632477	1800	m	Roman	Briefroman::historischer Roman::kulturgeschichtlicher Roman::Staatsroman	Briefroman	Ideen und Religion	Brief	homodiegetisch		Aufklärung	Aufklärung (2)	Spätantike			de	textgrid:x8gp.0
k00100000441	Kernkorpus/TextGrid	Das Bildnis des Dorian Gray	Wilde, Oscar	118632779	1890	m	Roman	Künstlerroman::Entwicklungsroman::Psychologischer Roman		Individuum und Entwicklung		heterodiegetisch	kein Happyend	Moderne	Moderne-Gegenströmungen zum Naturalismus (1)	Ästhetizismus			en	textgrid:x8p2.0
k00100000442	Kernkorpus/TextGrid	Die Abendburg	Wille, Bruno	11863318X	1909	m	Roman	Abenteuerroman		Populäre Unterhaltung		homodiegetisch		Moderne	Moderne (1) | Moderne-Naturalismus (1)				de	textgrid:x96c.0
k00100000443	Kernkorpus/TextGrid	Glasberg	Wille, Bruno	11863318X	1920	m	Roman	autobiographischer Roman::Entwicklungsroman				homodiegetisch		Moderne	Moderne-Naturalismus (1)	Naturalismus			de	textgrid:x95r.0
k00100000444	Kernkorpus/TextGrid	Die Europamüden	Willkomm, Ernst Adolf	11739467X	1837	m	Roman	Briefroman			Brief	homodiegetisch		Realismus	Realismus-Junges Deutschland (1)	Junges Deutschland			de	textgrid:x9j9.0
k00100000445	Kernkorpus/TextGrid	Weisse Sclaven oder die Leiden des Volkes	Willkomm, Ernst Adolf	11739467X	1845	m	Roman	Sozialer Roman		Zeit und Gesellschaft		heterodiegetisch		Realismus	Realismus-Junges Deutschland (1) | Realismus-Vormärz (1)	Junges Deutschland			de	textgrid:x9j6.0
k00100000446	Kernkorpus/TextGrid	Elisa	Wobeser, Wilhelmine Karoline von	104236280	1795	f	Roman	Frauenroman::Dialogroman				heterodiegetisch		Romantik					de	textgrid:x9jk.0
k00100000447	Kernkorpus/TextGrid	Agnes von Lilien	Wolzogen, Caroline von	118771272	1798	f	Roman	Autobiographischer Roman::weiblicher Entwicklungs- und Bildungsroman::Zeitroman	autobiographischer Roman	Zeit und Gesellschaft/Individuum und Entwicklung/Autobiographie		homodiegetisch	Happyend	Romantik	Romantik (1)	Klassik			de	textgrid:x9t2.0
k00100000448	Kernkorpus/TextGrid	Robert der Schiffsjunge	Wörishöffer, Sophie	105404624	1877	f	Roman	Marineroman				heterodiegetisch	Happyend	Realismus					de	textgrid:x9td.0
k00100000449	Kernkorpus/TextGrid	Der adriatische Rosemund	Zesen, Philipp von	118636596	1645	m	Roman	Liebesroman::Künstlerroman::Schäferroman::Bürgerlicher Kunstroman::Gegenwartsroman::Höfischer Roman::Heroisch-galanter Roman	autobiographischer Roman	Zeit und Gesellschaft/Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Frühe Neuzeit	Barock (2) | Frühe Neuzeit (1)	Barock			de	textgrid:xc5z.0
k00100000450	Kernkorpus/TextGrid	Die asiatische Banise	Ziegler und Kliphausen, Heinrich Anselm von	118772902	1689	m	Roman	Heroisch-galanter Roman::Historischer Roman::Staatsroman::höfisch-historischer Roman::politisch-galanter Heldenroman	Staatsroman	Ideen und Religion		heterodiegetisch		Frühe Neuzeit	Barock (3)	Barock			de	textgrid:xdgw.0
k00100000451	Kernkorpus/TextGrid	Nana	Zola, Émile	118637223	1880	m	Roman	Gesellschaftsroman::gesellschaftskritischer Roman::Sozialer Roman		Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Realismus	Moderne-Naturalismus (3)	Naturalismus			fr	textgrid:xkmw.0
k00100000452	Kernkorpus/TextGrid	Germinal	Zola, Émile	118637223	1885	m	Roman	Gesellschaftsroman::Sozialer Roman::Bergarbeiterroman		Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Realismus	Moderne-Naturalismus (3)	Naturalismus			fr	textgrid:xkms.0
k00100000453	Kernkorpus/TextGrid	Das Goldmacherdorf	Zschokke, Heinrich	118637266	1817	m	Roman	Dorfroman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Romantik	Realismus (1) | Romantik (1) | Spätaufklärung (1)				de	textgrid:xknq.0
