ID	Quelle	Titel	Autor_normalisiert	GND	Jahr	Geschlecht	Gattung	Gattung1	Gattung1 (Allgemeinwissenschaft)	Gattung2	Erzähltes Medium	Erzählerposition	Happyend	Epoche (nach Jahr)	Epoche (nach Fachwissenschaft)	Strömung	Ort	Verlag	Originalsprache	URI
k00100000231	Kernkorpus/TextGrid	Ein Held unserer Zeit	Lermontov, Michail 	11857194X	1840	m	Roman	Gesellschaftsroman::Psychologischer Roman		Zeit und Gesellschaft/Individuum und Entwicklung		homodiegetisch	unbestimmbar	Romantik					ru	textgrid:rj81.0
k00100000232	Kernkorpus/TextGrid	Der hinkende Teufel	Lesage, Alain-René	118572032	1707	m	Roman	Sittenroman::Satirischer Roman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Aufklärung		Barock			fr	textgrid:rj8f.0
k00100000233	Kernkorpus/TextGrid	Die Geschichte des Gil Blas von Santillana	Lesage, Alain-René	118572032	1715	m	Roman	Pikaroroman::Schelmenroman::Sittenroman::Abenteuerroman	Picaro-Roman	Zeit und Gesellschaft		homodiegetisch	Happyend	Aufklärung	Barock (1)	Barock			fr	textgrid:rj8b.0
k00100000234	Kernkorpus/TextGrid	Clementine	Lewald, Fanny	118572393	1842	f	Roman	-				gemischt	unbestimmbar	Realismus	Realismus-Junges Deutschland (1)				de	textgrid:rm5j.0
k00100000235	Kernkorpus/TextGrid	Jenny	Lewald, Fanny	118572393	1843	f	Roman	Liebesroman::Zeitroman::Gesellschaftsroman::Frauenroman	Frauenroman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus-Junges Deutschland (1) | Realismus-Vormärz (1)				de	textgrid:rm5b.0
k00100000236	Kernkorpus/TextGrid	Eine Lebensfrage	Lewald, Fanny	118572393	1845	f	Roman	-				heterodiegetisch	Happyend	Realismus	Realismus-Junges Deutschland (1)				de	textgrid:rm5h.0
k00100000237	Kernkorpus/TextGrid	Diogena	Lewald, Fanny	118572393	1847	f	Roman	Satirischer Roman	Satirischer Roman			homodiegetisch	kein Happyend	Realismus	Realismus-Junges Deutschland (1)				de	textgrid:rm5r.0
k00100000238	Kernkorpus/TextGrid	Von Geschlecht zu Geschlecht	Lewald, Fanny	118572393	1864	f	Roman	-				heterodiegetisch		Realismus	Realismus-Junges Deutschland (1)				de	textgrid:rm51.0
k00100000239	Kernkorpus/TextGrid	Maria	Liebeskind, Margareta Sophia	100804195	1784	f	Roman	Briefroman	Schlüsselroman		Brief	homodiegetisch	kein Happyend	Aufklärung					de	textgrid:rmq6.0
k00100000240	Kernkorpus/TextGrid	Leben und Lüge	Liliencron, Detlev von	118572954	1908	m	Roman	autobiographischer Roman	autobiographischer Roman			gemischt		Moderne		Naturalismus			de	textgrid:rn4c.0
k00100000241	Kernkorpus/TextGrid	Der redliche Mann am Hofe	Loën, Johann Michael von	117154202	1740	m	Roman	Staatsroman::Galanter Roman::Politischer Roman	Staatsroman	Ideen und Religion		gemischt		Aufklärung	Aufklärung (2) | Aufklärung-Empfindsamkeit (1)	Luthertum und Calvinismus			de	textgrid:rppk.0
k00100000242	Kernkorpus/TextGrid	Großmütiger Feldherr Arminius	Lohenstein, Daniel Casper von	118574078	1689	m	Roman	Heroisch-galanter Roman::Staatsroman::Historischer Roman::Schlüsselroman::Schäferroman::höfisch-historischer Roman::politischer Heldenroman	höfisch-historischer Roman	Zeit und Gesellschaft/Ideen und Religion/Schlüsselroman		heterodiegetisch		Frühe Neuzeit	Barock (2)	Barock			de	textgrid:s4k5.0
k00100000243	Kernkorpus/TextGrid	Zwischen Himmel und Erde	Ludwig, Otto	118574973	1856	m	Roman	Psychologischer Roman::Liebesroman::Entwicklungsroman::Dorfroman::Familiengeschichte		Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus (2)				de	textgrid:s6md.0
k00100000244	Kernkorpus/TextGrid	Die Heiteretei und ihr Widerspiel	Ludwig, Otto	118574973	1857	m	Roman	Dorfgeschichte		Zeit und Gesellschaft		heterodiegetisch		Realismus	Realismus (2)				de	textgrid:s6m0.0
k00100000245	Kernkorpus/TextGrid	Die Verlobten	Manzoni, Alessandro	118577409	1827	m	Roman	Historischer Roman::Liebesroman	historischer Roman			heterodiegetisch	Happyend	Romantik					it	textgrid:s8cn.0
k00100000246	Kernkorpus/TextGrid	Goldelse	Marlitt, Eugenie	118731092	1866	f	Roman	Frauenroman		Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus	Realismus-Junges Deutschland (1) | Realismus (1)				de	textgrid:s8f0.0
k00100000247	Kernkorpus/TextGrid	Das Geheimnis der alten Mamsell	Marlitt, Eugenie	118731092	1867	f	Roman	Frauenroman		Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus	Realismus-Junges Deutschland (1)				de	textgrid:s8ds.0
k00100000248	Kernkorpus/TextGrid	Das Heideprinzeßchen	Marlitt, Eugenie	118731092	1871	f	Roman	Bildungsroman		Individuum und Entwicklung		homodiegetisch	Happyend	Realismus		Naturalismus			de	textgrid:s8dz.0
k00100000249	Kernkorpus/TextGrid	Amtmanns Magd	Marlitt, Eugenie	118731092	1881	f	Roman	-				heterodiegetisch	Happyend	Realismus		Naturalismus			de	textgrid:s8d8.0
k00100000250	Kernkorpus/TextGrid	Die Frau mit den Karfunkelsteinen	Marlitt, Eugenie	118731092	1885	f	Roman	Gesellschaftsroman::Alltagsroman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Realismus		Naturalismus			de	textgrid:s8f6.0
k00100000251	Kernkorpus/DTA	Durchs wilde Kurdistan	May, Karl	118818651	1892	m	Roman	Reiseabenteuerroman	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					de	
k00100000252	Kernkorpus/TextGrid	Old Surehand I	May, Karl	118818651	1894	m	Roman	Reiseerzählung	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					de	textgrid:s9bt.0
k00100000253	Kernkorpus/TextGrid	Old Surehand II	May, Karl	118818651	1894	m	Roman	Reiseerzählung	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					de	textgrid:sb1q.0
k00100000254	Kernkorpus/TextGrid	Im Lande des Mahdi I	May, Karl	118818651	1896	m	Roman	Abenteuerroman	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sbvj.0
k00100000255	Kernkorpus/TextGrid	Im Lande des Mahdi II	May, Karl	118818651	1896	m	Roman	Abenteuerroman	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:s9n7.0
k00100000256	Kernkorpus/TextGrid	Im Lande des Mahdi III	May, Karl	118818651	1896	m	Roman	Abenteuerroman	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sbbw.0
k00100000257	Kernkorpus/TextGrid	Satan und Ischariot I	May, Karl	118818651	1896	m	Roman	-	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:s9q1.0
k00100000258	Kernkorpus/TextGrid	Auf fremden Pfaden	May, Karl	118818651	1897	m	Roman	Abenteuerroman	Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sb70.0
k00100000259	Kernkorpus/TextGrid	Satan und Ischariot II	May, Karl	118818651	1897	m	Roman	-	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sb30.0
k00100000260	Kernkorpus/TextGrid	Satan und Ischariot III	May, Karl	118818651	1897	m	Roman	-	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:s9v7.0
k00100000261	Kernkorpus/TextGrid	Im Reiche des silbernen Löwen I	May, Karl	118818651	1898	m	Roman	Reiseerzählung	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sbg8.0
k00100000262	Kernkorpus/TextGrid	Im Reiche des silbernen Löwen II	May, Karl	118818651	1898	m	Roman	Reiseerzählung	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sb77.0
k00100000263	Kernkorpus/TextGrid	Old Surehand III	May, Karl	118818651	1898	m	Roman	Reiseerzählung	Abenteuerroman::Nordamerika-Roman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:s9m7.0
k00100000264	Kernkorpus/TextGrid	Am Jenseits	May, Karl	118818651	1899	m	Roman	Abenteuerroman::Reiseroman		Populäre Unterhaltung		homodiegetisch	unbestimmbar	Realismus					de	textgrid:sb4n.0
k00100000265	Kernkorpus/TextGrid	Im Reiche des silbernen Löwen III	May, Karl	118818651	1902	m	Roman	Abenteuerroman::allegorischer Roman::Reiseerzählung	Abenteuerroman::Symbolroman::Reiseroman::Schlüsselroman	Populäre Unterhaltung		homodiegetisch		Moderne					de	textgrid:sbt2.0
k00100000266	Kernkorpus/TextGrid	Im Reiche des silbernen Löwen IV	May, Karl	118818651	1903	m	Roman	Abenteuerroman::allegorischer Roman::Reiseerzählung	Abenteuerroman::Symbolroman::Schlüsselroman::Reiseroman	Populäre Unterhaltung		homodiegetisch		Moderne					de	textgrid:sb47.0
k00100000267	Kernkorpus/TextGrid	Und Friede auf Erden!	May, Karl	118818651	1904	m	Roman	Reiseerzählung	Abenteuerroman	Populäre Unterhaltung		homodiegetisch		Moderne					de	textgrid:sbhs.0
k00100000268	Kernkorpus/TextGrid	Ardistan und Dschinnistan II	May, Karl	118818651	1909	m	Roman	Ideenroman	Abenteuerroman	Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					de	textgrid:sb5d.0
k00100000269	Kernkorpus/TextGrid	Winnetou IV	May, Karl	118818651	1910	m	Roman	Reiseerzählung	Abenteuerroman::Nordamerika-Roman	Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sb6g.0
k00100000270	Kernkorpus/TextGrid	Die Bernsteinhexe	Meinhold, Wilhelm	118732692	1843	m	Roman	Historischer Roman		Populäre Unterhaltung		homodiegetisch	Happyend	Realismus	Realismus (2)				de	textgrid:sc7w.0
k00100000271	Kernkorpus/TextGrid	Die Intellektuellen	Meisel-Hess, Grete	119017660	1911	f	Roman	-				heterodiegetisch		Moderne					de	textgrid:sc89.0
k00100000272	Kernkorpus/TextGrid	Lazarillo de Tormes	Mendoza, Diego Hurtado		1530	m	Roman	Schelmenroman::Abenteuerroman	Schelmenroman	Zeit und Gesellschaft		homodiegetisch	unbestimmbar	Frühe Neuzeit	Frühe Neuzeit (1)				es	textgrid:sc96.0
k00100000273	Kernkorpus/TextGrid	Das Blüthenalter der Empfindung	Mereau, Sophie	11858104X	1794	f	Roman	Bildungsroman		Individuum und Entwicklung		homodiegetisch	Happyend	Romantik	Romantik (1)				de	textgrid:scb5.0
k00100000274	Kernkorpus/TextGrid	Amanda und Eduard	Mereau, Sophie	11858104X	1803	f	Roman	Briefroman::Bildungsroman	autobiographischer Roman	Individuum und Entwicklung	Brief	homodiegetisch	kein Happyend	Romantik	Romantik (2)				de	textgrid:scb2.0
k00100000275	Kernkorpus/TextGrid	Jürg Jenatsch	Meyer, Conrad Ferdinand	118581775	1876	m	Roman	Heimatroman::Historischer Roman	historischer Roman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus (4)	Realismus			de	textgrid:sd2m.0
k00100000276	Kernkorpus/TextGrid	Der Heilige	Meyer, Conrad Ferdinand	118581775	1880	m	Roman	historische Novelle	historische Novelle	Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus (5)				de	textgrid:sd17.0
k00100000277	Kernkorpus/TextGrid	Die Versuchung des Pescara	Meyer, Conrad Ferdinand	118581775	1887	m	Roman	historische Novelle		Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (4)				de	textgrid:sd51.0
k00100000278	Kernkorpus/TextGrid	Angela Borgia	Meyer, Conrad Ferdinand	118581775	1891	m	Roman	historische Novelle	historische Novelle	Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (4)				de	textgrid:sd5r.0
k00100000279	Kernkorpus/TextGrid	Der Golem	Meyrink, Gustav	118582046	1913	m	Roman	Phantastischer Roman::Schauerroman	phantastischer Roman	Populäre Unterhaltung		homodiegetisch		Moderne	Moderne (2)				de	textgrid:sdcd.0
k00100000280	Kernkorpus/TextGrid	Unerfüllt	Meysenbug, Malwida Freiin von	118582054	1885	f	Roman	-				heterodiegetisch		Realismus					de	textgrid:sdgj.0
k00100000281	Kernkorpus/TextGrid	Himmlische und irdische Liebe	Meysenbug, Malwida Freiin von	118582054	1905	f	Roman	-				heterodiegetisch		Moderne					de	textgrid:sdgb.0
k00100000282	Kernkorpus/TextGrid	Siegwart. Eine Klostergeschichte	Miller, Johann Martin	118784013	1776	m	Roman	Entwicklungsroman::Liebesroman::sentimentaler Roman	empfindsamer Roman	Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Aufklärung	Aufklärung-Empfindsamkeit (2) | Aufklärung (1)	Empfindsamkeit			de	textgrid:sdv5.0
k00100000283	Kernkorpus/TextGrid	Der Garten der Qualen	Mirbeau, Octave	118784226	1899	m	Roman	Erotischer Roman	Dekadenzroman::Gesellschaftsroman	Populäre Unterhaltung		homodiegetisch		Moderne					fr	textgrid:sf3t.0
k00100000284	Kernkorpus/TextGrid	Die Mandanenwaise	Möllhausen, Balduin	118784412	1865	m	Roman	Wildwestroman		Populäre Unterhaltung		homodiegetisch		Realismus					de	textgrid:sf4q.0
k00100000285	Kernkorpus/TextGrid	Maler Nolten	Mörike, Eduard	118583107	1832	m	Roman	Liebesroman:: Entwicklungsroman::Künstlerroman::Bildungsroman::lyrischer Bekenntnisroman::Malerroman	Künstlerroman::Psychologischer Roman::Schicksalsroman	Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Romantik	Romantik-Biedermeier (1) | Realismus (1) | Realismus&Romantik (1)	Biedermeier			de	textgrid:sj1t.0
k00100000286	Kernkorpus/TextGrid	Anton Reiser	Moritz, Karl Philipp	118584162	1785	m	Roman	Psychologischer Roman::Künstlerroman::Entwicklungsroman::autobiographischer Roman::Theaterroman::Bildungsroman	Psychologischer Roman::Entwicklungsroman	Individuum und Entwicklung/Autobiographie		heterodiegetisch	kein Happyend	Aufklärung	Aufklärung-Sturm und Drang (2) | Aufklärung (2)	Sturm und Drang::Empfindsamkeit			de	textgrid:sj4n.0
k00100000287	Kernkorpus/TextGrid	Andreas Hartknopf. Eine Allegorie	Moritz, Karl Philipp	118584162	1786	m	Roman	Schlüsselroman::symbolischer Roman	symbolisch-ironischer Roman	Schlüsselroman		heterodiegetisch		Aufklärung	Aufklärung (1)	Empfindsamkeit			de	textgrid:sj4b.0
k00100000288	Kernkorpus/TextGrid	Andreas Hartknopfs Predigerjahre	Moritz, Karl Philipp	118584162	1790	m	Roman	Schlüsselroman::symbolischer Roman		Schlüsselroman		heterodiegetisch		Aufklärung		Empfindsamkeit			de	textgrid:sj4m.0
k00100000289	Kernkorpus/TextGrid	Siegfried von Lindenberg	Müller, Johann Gottwerth	118585274	1779	m	Roman	Humoristischer Roman::Satirischer Roman	humoristischer Roman::komischer Roman			heterodiegetisch		Aufklärung	Aufklärung (2)	Klassik?			de	textgrid:sqh3.0
k00100000290	Kernkorpus/TextGrid	Tropen. Der Mythos der Reise. Urkunden eines deutschen Ingenieurs	Müller, Robert	118585193	1915	m	Roman	Reiseroman	Reiseroman	Zeit und Gesellschaft		homodiegetisch	kein Happyend	Moderne	Moderne-Expressionismus&Aktivismus (1) | Moderne (1)	Expressionismus			de	textgrid:sqpf.0
k00100000291	Kernkorpus/TextGrid	Max Havelaar oder die Kaffee-Versteigerungen	Multatuli	118679279	1860	m	Roman	Kolonialroman::Schlüsselroman		Zeit und Gesellschaft/Schlüsselroman		homodiegetisch		Realismus					nl	textgrid:ssrq.0
k00100000292	Kernkorpus/TextGrid	Madonna. Unterhaltungen mit einer Heiligen	Mundt, Theodor	118735225	1835	m	Roman	Frauenroman::Emanzipationsroman	Reiseroman			homodiegetisch		Romantik	Realismus-Junges Deutschland (3)	Junges Deutschland			de	textgrid:sss7.0
k00100000293	Kernkorpus/TextGrid	Gamiani oder zwei tolle Nächte	Musset, Alfred de	118585940	1833	m	Roman	-				homodiegetisch	kein Happyend	Romantik					fr	textgrid:st58.0
k00100000294	Kernkorpus/TextGrid	Die Amtmannin von Hohenweiler	Naubert, Benedikte	118586564	1787	f	Roman	Historischer Roman::Familienroman		Zeit und Gesellschaft/Populäre Unterhaltung		homodiegetisch		Aufklärung					de	textgrid:stdn.0
k00100000295	Kernkorpus/TextGrid	Herrmann von Unna	Naubert, Benedikte	118586564	1788	f	Roman	Historischer Roman		Populäre Unterhaltung		heterodiegetisch		Aufklärung					de	textgrid:std5.0
k00100000296	Kernkorpus/TextGrid	Alf von Dülmen	Naubert, Benedikte	118586564	1790	f	Roman	Historischer Roman::Briefroman		Populäre Unterhaltung	Brief	homodiegetisch		Aufklärung					de	textgrid:stdk.0
k00100000297	Kernkorpus/TextGrid	Das Leben und die Meinungen des Herrn Magister Sebaldus Nothanker	Nicolai, Friedrich	118587668	1773	m	Roman	Tendenz- und Schlüsselroman::ironisch-Satirischer Aufklärungsroman::Thesen-, Prüfungsroman::Zeitroman	Satirischer Roman	Zeit und Gesellschaft/Schlüsselroman		heterodiegetisch	Happyend	Aufklärung	Aufklärung (2) | Aufklärung-Empfindsamkeit (1)	Gegenströmung zum Sturm und Drang			de	textgrid:sv58.0
k00100000298	Kernkorpus/TextGrid	Heinrich von Ofterdingen	Novalis	118588893	1802	m	Roman	Entwicklungsroman::Bildungsroman::Dichterroman::Künstlerroman::bürgerlicher Roman::Symbolroman::Reiseroman::Transzendentalroman	Bildungsroman	Individuum und Entwicklung		heterodiegetisch		Romantik	Romantik (2)	Romantik			de	textgrid:sv8t.0
k00100000299	Kernkorpus/TextGrid	Die Lehrlinge zu Sais	Novalis	118588893	1802	m	Roman	Philosophischer Roman::Naturroman	naturPhilosophischer Roman	Ideen und Religion		homodiegetisch	unbestimmbar	Romantik	Romantik (5)	Romantik			de	textgrid:sv66.0
k00100000300	Kernkorpus/TextGrid	Schloß und Fabrik	Otto, Louise	118590901	1846	f	Roman	Sozialer Roman	sozialkritischer Roman	Zeit und Gesellschaft		heterodiegetisch		Realismus	Realismus-Vormärz (1)				de	textgrid:swk9.0
k00100000301	Kernkorpus/TextGrid	Nürnberg. Erster Band	Otto, Louise	118590901	1858	f	Roman	historischer Roman		Populäre Unterhaltung		heterodiegetisch		Realismus					de	textgrid:swj8.0
k00100000302	Kernkorpus/TextGrid	Nürnberg. Zweiter Band	Otto, Louise	118590901	1858	f	Roman	historischer Roman		Populäre Unterhaltung		heterodiegetisch		Realismus					de	textgrid:swh8.0
k00100000303	Kernkorpus/TextGrid	Nürnberg. Dritter Band	Otto, Louise	118590901	1858	f	Roman	historischer Roman		Populäre Unterhaltung		heterodiegetisch		Realismus					de	textgrid:swmf.0
k00100000304	Kernkorpus/TextGrid	Godwie-Castle	Paalzow, Henriette von	11601122X	1838	f	Roman	Gesellschaftsroman::historischer Roman		Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch		Romantik	Realismus-Junges Deutschland (1)				de	textgrid:swwh.0
k00100000305	Kernkorpus/TextGrid	Ste. Roche	Paalzow, Henriette von	11601122X	1839	f	Roman	historischer Roman		Populäre Unterhaltung		heterodiegetisch		Romantik	Realismus-Junges Deutschland (1)				de	textgrid:swwd.0
k00100000306	Kernkorpus/DTA	Lienhard und Gertrud 1	Pestalozzi, Johann Heinrich	118592912	1781	m	Roman	Erziehungsroman::Bildungsroman::(sozial)pädagogischer Roman::Bauernroman::Dorfroman	utopischer Roman::sozialkritischer Roman::Volksroman::Dorfgeschichte	Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (2)	Sturm und Drang			de	
k00100000307	Kernkorpus/DTA	Lienhard und Gertrud 2	Pestalozzi, Johann Heinrich	118592912	1781	m	Roman	Erziehungsroman::Bildungsroman::(sozial)pädagogischer Roman::Bauernroman::Dorfroman	utopischer Roman::sozialkritischer Roman::Volksroman::Dorfgeschichte	Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (2)	Sturm und Drang			de	
k00100000308	Kernkorpus/DTA	Lienhard und Gertrud 3	Pestalozzi, Johann Heinrich	118592912	1781	m	Roman	Erziehungsroman::Bildungsroman::(sozial)pädagogischer Roman::Bauernroman::Dorfroman	utopischer Roman::sozialkritischer Roman::Volksroman::Dorfgeschichte	Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (2)	Sturm und Drang			de	
k00100000309	Kernkorpus/DTA	Lienhard und Gertrud 4	Pestalozzi, Johann Heinrich	118592912	1781	m	Roman	Erziehungsroman::Bildungsroman::(sozial)pädagogischer Roman::Bauernroman::Dorfroman	utopischer Roman::sozialkritischer Roman::Volksroman::Dorfgeschichte	Individuum und Entwicklung		heterodiegetisch	Happyend	Aufklärung	Aufklärung (2)	Sturm und Drang			de	
k00100000310	Kernkorpus/TextGrid	Satyricon (Begebenheiten des Enkolp)	Petronius Arbiter	118593293	50	m	Roman	Satirischer Roman::Zeitroman::Sittenroman::Abenteuerroman::Schelmenroman::Reiseroman	Satirischer Roman	Zeit und Gesellschaft		homodiegetisch		Antike		Römisches Fin de siècle			la	textgrid:t11r.0
k00100000311	Kernkorpus/TextGrid	Das ärgerliche Leben und schreckliche Ende deß Ertz-Schwartzkünstlers Johannis Fausti	Pfitzer, Johann Nikolaus		1711	m	Roman	-				heterodiegetisch	kein Happyend	Aufklärung					de	textgrid:t264.0
k00100000312	Kernkorpus/TextGrid	Agathocles	Pichler, Karoline	118742361	1828	f	Roman	Historischer Roman	Briefroman		Brief	homodiegetisch		Romantik	Realismus-Vormärz (1)				de	textgrid:t26g.0
k00100000313	Kernkorpus/TextGrid	Der Büttnerbauer	Polenz, Wilhelm von	118803336	1895	m	Roman	Bauernroman::Heimatroman::Sozialer Roman::Zeitroman		Zeit und Gesellschaft		heterodiegetisch		Moderne	Moderne-Naturalismus (1) | Moderne (1)	Naturalismus			de	textgrid:t4qk.0
k00100000314	Kernkorpus/TextGrid	Manon Lescaut	Prévost dExiles, Antoine-François	118596462	1731	m	Roman	Liebesroman::Psychologischer Roman				homodiegetisch	kein Happyend	Aufklärung	Aufklärung-Empfindsamkeit (1)	Empfindsamkeit			fr	textgrid:t4s5.0
k00100000315	Kernkorpus/TextGrid	Die Chronik der Sperlingsgasse	Raabe, Wilhelm	118597442	1857	m	Roman	Berlinroman::Erinnerungsroman::Tagebuchroman		Populäre Unterhaltung		homodiegetisch		Realismus	Realismus (4)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t91s.0
k00100000316	Kernkorpus/TextGrid	Der Hungerpastor	Raabe, Wilhelm	118597442	1863	m	Roman	Entwicklungsroman::Bildungsroman::Zeitroman	Entwicklungsroman	Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	Happyend	Realismus	Realismus (4)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t91r.0
k00100000317	Kernkorpus/TextGrid	Die Leute aus dem Walde, ihre Sterne, Wege und Schicksale	Raabe, Wilhelm	118597442	1863	m	Roman	Erziehungsroman::Sensationsroman::Bildungsroman::Zeitroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch		Realismus	Realismus (3)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t91c.0
k00100000318	Kernkorpus/TextGrid	Abu Telfan oder Die Heimkehr vom Mondgebirge	Raabe, Wilhelm	118597442	1867	m	Roman	Entwicklungsroman::Gesellschaftsroman::Abenteuerroman::Bildungsroman::Zeitroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch		Realismus	Realismus (3)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t923.0
k00100000319	Kernkorpus/TextGrid	Der Schüdderump	Raabe, Wilhelm	118597442	1869	m	Roman	Gesellschaftsroman::Bildungsroman::Zeitroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch		Realismus	Realismus (3)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t90p.0
k00100000320	Kernkorpus/TextGrid	Alte Nester	Raabe, Wilhelm	118597442	1879	m	Roman	Zeitroman	Entwicklungsroman	Zeit und Gesellschaft		homodiegetisch		Realismus	Realismus (1)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t90t.0
k00100000321	Kernkorpus/TextGrid	Im alten Eisen	Raabe, Wilhelm	118597442	1887	m	Roman	Berlinroman::Gegenwartsroman	gesellschaftskritischer Roman			heterodiegetisch		Realismus	Realismus (1)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t911.0
k00100000322	Kernkorpus/TextGrid	Das Odfeld	Raabe, Wilhelm	118597442	1888	m	Roman	Historischer Roman	historischer Roman	Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (3)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t919.0
k00100000323	Kernkorpus/TextGrid	Stopfkuchen. Eine See- und Mordgeschichte	Raabe, Wilhelm	118597442	1891	m	Roman	Entwicklungsroman::Heimatroman::Antibildungsroman::Kriminalroman::Detektivroman::Zeitroman	Kriminalroman::gesellschaftskritischer Roman	Zeit und Gesellschaft/Populäre Unterhaltung/Individuum und Entwicklung		heterodiegetisch	Happyend	Realismus	Realismus (4)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t90k.0
k00100000324	Kernkorpus/TextGrid	Die Akten des Vogelsangs	Raabe, Wilhelm	118597442	1896	m	Roman	Zeitroman::Bildungsroman::Anti-Bildungsroman	gesellschaftskritischer Roman	Zeit und Gesellschaft/Individuum und Entwicklung		homodiegetisch		Realismus	Realismus (3)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t90s.0
k00100000325	Kernkorpus/TextGrid	Hastenbeck	Raabe, Wilhelm	118597442	1899	m	Roman	Historischer Roman	historischer Roman	Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (2)	Realismus (weitere Zuordnung kaum möglich)			de	textgrid:t910.0
k00100000326	Kernkorpus/TextGrid	Gargantua und Pantagruel	Rabelais, François	118597450	1532	m	Roman	Satirischer Roman::Zeitroman::Sittenroman::Geschichtsroman::Mittelalterlicher Abenteuerroman::Satirisch-grotesker Roman	parodistischer Roman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch		Frühe Neuzeit	Renaissance (1) | Renaissance-Humanismus (1)	Renaissance			fr	textgrid:t929.0
k00100000327	Kernkorpus/TextGrid	Anti-Justine	Restif de la Bretonne, Nicolas Édmé	11864193X	1793	m	Roman	-				homodiegetisch		Romantik					fr	textgrid:t9q1.0
k00100000328	Kernkorpus/TextGrid	Schelmuffskys kuriose und sehr gefährliche Reisebeschreibung zu Wasser und Lande	Reuter, Christian	118744690	1696	m	Roman	Lügenroman::Reiseroman::Abenteuerroman::Humoristischer Roman::Satirischer Roman::Gesellschaftssatire::Schelmenroman::pikarischer Roman	Schelmenroman::Abenteuerroman::Münchhausiade	Zeit und Gesellschaft		homodiegetisch		Frühe Neuzeit	Barock (1) | Frühe Neuzeit (1) | Barock&Aufklärung (1)	Barock			de	textgrid:t9q8.0
